,Column1,Column2,Column3
197,7,C,0.5482871031398797
198,5,B,0.18051712487105454
199,9,B,0.7908653035428195
200,1,A,0.7360072523086216
201,2,A,0.04421851855770653
202,8,B,0.07271094993669125
203,5,B,0.6288266383302942
204,0,C,0.03375052912943877
205,9,C,0.08958133557853565
206,3,A,0.47403487711076475
207,3,A,0.3601080883727119
208,3,A,0.7458645331430097
209,1,A,0.3182269708658393
210,7,B,0.4726658120014523
211,6,C,0.8999682256663752
212,3,A,0.34404779345495806
213,1,A,0.8733393148865951
214,7,B,0.954813316014039
215,2,B,0.5502970244902105
216,6,C,0.635808196723006
217,5,B,0.48348529154431585
218,9,C,0.2890189513547897
219,8,C,0.9680847186204572
220,9,A,0.8896638731199065
221,4,C,0.7988730797784085
222,7,B,0.24623393846950925
223,8,A,0.8042411686982736
224,5,C,0.305673041679665
225,9,B,0.47768335573038156
226,2,B,0.4375935077106423
227,4,A,0.9589394424007166
228,3,B,0.011190938989479315
229,3,A,0.5731507543403528
230,1,C,0.627043495651318
231,7,C,0.18732300293283988
232,8,B,0.8718764602653872
233,5,A,0.08751766198485955
234,7,C,0.9295891425397189
235,7,B,0.9502344827033532
236,7,B,0.2997574118495575
237,5,A,0.7121646920153707
238,0,C,0.6429547070703858
239,0,B,0.332199584836697
240,8,B,0.5978278931437051
241,1,C,0.9112799157929792
242,0,C,0.6914914888260358
243,4,C,0.6089885597488564
244,5,B,0.5929338323412005
245,4,A,0.9723714855049898
246,5,A,0.22347605511452928
247,0,B,0.7298656803732293
248,7,A,0.49467275994214255
249,1,A,0.8717628889408063
250,2,B,0.15196290751503005
251,2,C,0.849695976497087
252,7,C,0.33258420235717345
253,7,A,0.6126717187313403
254,3,B,0.3520690753689302
255,6,B,0.9924870158696677
256,1,B,0.8063772103183142
257,8,C,0.8823608089615791
258,4,C,0.7387298234151988
259,1,C,0.24039496925882275
260,6,C,0.39516863180063033
261,5,C,0.09208603764685053
262,9,C,0.6216990425920598
263,0,A,0.027342391206036987
264,3,C,0.07533104912252397
265,1,B,0.010150371763511301
266,3,A,0.29026931954880864
267,7,C,0.4367149052415369
268,7,C,0.09192336575377358
269,7,A,0.8747185394198952
270,5,A,0.36731760150196013
271,3,C,0.17162790251417825
272,6,A,0.4406110701676397
273,3,C,0.775008205906067
274,5,A,0.44731465289772365
275,1,C,0.7514038636053838
276,5,A,0.7123954712212444
277,9,A,0.2384704773569205
278,1,C,0.02341785647509531
279,3,B,0.7230746301243702
280,9,B,0.40014123535748247
281,1,C,0.25891702912089964
282,5,B,0.4458342086419258
283,6,A,0.7812198361763444
284,1,B,0.07518725462854103
285,5,C,0.3803638803993916
286,0,B,0.8912328074896471
287,7,C,0.45005650576116707
288,0,C,0.9841023944854461
289,3,B,0.23956543223251137
290,0,B,0.9354277347413218
291,6,C,0.9436929245346495
292,2,B,0.4885881190524447
293,7,C,0.7737571960172899
294,5,A,0.03791556723213063
295,1,C,0.47104688052081267
296,0,A,0.2226177016276789
297,0,C,0.0487085072821799
298,2,A,0.7053131595956171
299,6,C,0.17330155770348743
300,5,B,0.5737331902642621
301,9,C,0.8345493901818609
302,1,B,0.042175974192419696
303,5,A,0.12842271397194327
304,3,C,0.470016733924835
305,6,A,0.4028906404776511
306,4,A,0.4940711781599617
307,7,C,0.2765556002344678
308,1,B,0.14311654768568682
309,6,C,0.36961954300627975
310,0,B,0.05778692204536218
311,3,C,0.274737471432569
312,1,B,0.9048637076565524
313,3,C,0.3893615282933036
314,0,B,0.6014997973352945
315,8,A,0.15434968484569855
316,5,A,0.7327062241433814
317,1,A,0.019357518824023145
318,4,C,0.2855478411974607
319,3,A,0.11562491363166483
320,2,A,0.13394879570592366
321,2,C,0.9997161580786907
322,0,B,0.5548431835533164
323,2,B,0.10177367932397863
324,0,A,0.5167425588813528
325,2,B,0.46212705936805576
326,7,A,0.3788986458622082
327,9,B,0.23495082235781306
328,0,B,0.1892013704858143
329,3,C,0.8316139208308605
330,9,C,0.8305615560704624
331,7,B,0.5607183520735499
332,0,A,0.4819286342372451
333,5,A,0.2096825381512477
334,4,C,0.3736374566919509
335,6,A,0.5443051225404214
336,0,C,0.3262157037078306
337,7,B,0.5452989488493223
338,8,C,0.6675368447486799
339,8,A,0.3187354838779274
340,1,C,0.8369101948442877
341,0,A,0.16209904984488754
342,1,A,0.8050115548446132
343,7,A,0.4634432099757677
344,5,B,0.15118236431979604
345,3,C,0.5156998617111322
346,0,B,0.08675435309892543
347,4,C,0.5544448132363848
348,8,C,0.31094080012326764
349,4,B,0.1788094994263557
350,9,C,0.7939921221695695
351,3,A,0.4126513826002026
352,5,B,0.6616191069900114
353,1,A,0.15480477909422208
354,8,A,0.19606049245802926
355,0,C,0.6976941522360588
356,9,C,0.7546809983356045
357,1,A,0.4600711873741018
358,5,B,0.08064487734800085
359,8,C,0.4683358228254757
360,8,B,0.2663637281239679
361,4,B,0.9275087673286828
362,6,B,0.7593311798084176
363,8,C,0.9689488723999878
364,7,B,0.36780814452313904
365,9,A,0.1896032637312377
366,2,B,0.4402739534066107
367,0,B,0.10397757139267827
368,0,C,0.025077605012974846
369,9,C,0.6942542653815883
370,9,C,0.6688288366667802
371,5,B,0.554796822563484
372,3,C,0.40978384205542384
373,5,A,0.1516241923560928
374,5,C,0.2094196333754066
375,2,B,0.3641660645954373
376,2,A,0.6628550839102516
377,7,A,0.007087751553941923
378,3,B,0.17316205808740548
379,1,A,0.48421477036091887
380,3,C,0.9362999677542423
381,9,A,0.9225696044367107
382,3,A,0.4850619634416641
383,6,B,0.24397274843375605
384,2,B,0.1472709841044164
385,3,B,0.532736288374543
386,1,B,0.7096137520565597
387,9,C,0.7211555069182615
388,8,C,0.5656955263770751
389,0,C,0.8349813974152243
390,2,A,0.42625795256121146
391,3,A,0.3776919487948476
392,7,A,0.10063481182358736
393,9,B,0.9148014240325618
394,2,C,0.020953640366785486
395,7,C,0.1974430577511893
396,9,C,0.94548234689325
397,7,A,0.07413484443364637
398,1,B,0.18704392532841452
399,4,A,0.8125178716252648
400,7,B,0.5969699873389877
401,4,B,0.03530483934657269
402,7,A,0.15296838205535856
403,8,C,0.8880514977659745
404,0,C,0.42085011629526703
405,2,A,0.47558325951035585
406,7,B,0.4477912391589568
407,4,B,0.5344405270304664
408,3,A,0.37661576270380903
409,7,A,0.3651727475325388
410,3,C,0.3696759545557192
411,7,B,0.6379580672294948
412,0,A,0.9724837218106778
413,7,B,0.49416041655798537
414,6,C,0.49007800205557983
415,8,B,0.851386464716988
416,6,A,0.8555987377823617
417,8,C,0.8004956542502927
418,0,C,0.5118246641123146
419,5,B,0.28604247615008926
420,3,B,0.6481026277160925
421,2,A,0.45403114429495717
422,4,A,0.42742419923194075
423,3,A,0.9450238722044568
424,3,C,0.2350085573647649
425,9,B,0.0240969474776056
426,7,A,0.7477328063755174
427,1,B,0.974915192655169
428,8,A,0.8154265130911118
429,0,C,0.33693969388220724
430,1,C,0.9726908096312209
431,4,C,0.0734317199468908
432,7,B,0.10135462829623343
433,2,A,0.8375725175948844
434,4,A,0.7161856741239176
435,8,A,0.6737877829345652
436,3,C,0.26773725499089773
437,4,A,0.5892370470558687
438,9,A,0.29900754023476217
439,6,B,0.30661560656464415
440,2,C,0.45020968172399434
441,7,A,0.16345694974846237
442,7,C,0.580723934036713
443,7,C,0.16699513728938487
444,4,A,0.5434906415549375
445,7,B,0.30244494893819107
446,8,A,0.559746957151683
447,4,C,0.03835974878376858
448,0,C,0.8825428056166456
449,7,B,0.7098067759890784
450,6,B,0.35903325963071286
451,3,A,0.5589600627639811
452,4,C,0.32943353776617157
453,1,C,0.697979666658447
454,1,A,0.8273833685715756
455,7,B,0.18136570561175502
456,2,C,0.9096484400078567
457,7,B,0.2882662962829914
458,8,C,0.6165231042453622
459,9,A,0.49117218163977205
460,4,A,0.6400463575004985
461,4,B,0.9599508491575989
462,4,B,0.3216352970323334
463,7,C,0.04482206745078554
464,7,B,0.10928627343039943
465,9,B,0.3260815349475543
466,9,B,0.28562964049192796
467,4,C,0.9974812039345965
468,1,C,0.1767681284785052
469,5,A,0.5560168151509204
470,5,B,0.7743239841032953
471,8,B,0.4466139986190659
472,9,C,0.4642343981502963
473,5,B,0.814106141965805
474,1,A,0.40632384413340705
475,0,B,0.5141961759793215
476,6,A,0.681602717892429
477,0,C,0.758371157170117
478,9,C,0.9759097433128466
479,4,A,0.8066880471632565
480,6,B,0.7693880622647973
481,4,B,0.08136568511760334
482,5,B,0.5509570213807365
483,3,C,0.5071862505043904
484,4,B,0.6591526242535952
485,6,A,0.4597001891929855
486,2,A,0.7449252712728346
487,5,A,0.7913545779417405
488,2,B,0.21029902686508317
489,4,C,0.6695439994374651
490,3,B,0.7659895431353768
491,2,C,0.8673509797465125
492,4,C,0.24853795467790063
493,8,C,0.4155306611722992
494,0,A,0.01349157890699082
495,6,B,0.5967684473012725
496,8,B,0.18163838495806484
497,8,C,0.8799568448101086
498,5,C,0.8476095434289695
499,6,C,0.40312529850846945
500,5,A,0.02058981060223075
501,6,B,0.3314755330576026
502,0,A,0.9317291366991256
503,4,A,0.7064249233770362
504,9,A,0.22184750958905974
505,0,C,0.06513398182862784
506,8,B,0.2472921165269556
507,0,C,0.41529699368140693
508,5,A,0.9461399628348771
509,6,B,0.7609985794857107
510,6,C,0.20823307120616952
511,8,A,0.192442810012471
512,8,C,0.8064268694661904
513,4,A,0.9754198425340777
514,4,A,0.33700531437635106
515,0,C,0.8618315883278047
516,1,C,0.6207839775445231
517,9,B,0.19474618825741452
518,0,A,0.4217563445778294
519,7,A,0.32301138851672506
520,5,C,0.3849731123341079
521,4,B,0.7917994006379175
522,7,B,0.8114264605824227
523,2,C,0.70068268709305
524,3,C,0.036979235814670774
525,5,C,0.6624099402082706
526,5,A,0.1668730875958121
527,4,A,0.10017637062009122
528,2,B,0.1852340214342012
529,6,C,0.19659480822618502
530,9,A,0.8430261947860572
531,7,B,0.6936554001626459
532,9,A,0.6441561271943861
533,4,A,0.7126206741647244
534,9,B,0.9775213630785915
535,6,A,0.9875348882325652
536,5,C,0.1233646816867372
537,7,C,0.018966624021501732
538,3,A,0.9541564083640146
539,9,C,0.5938444174562351
540,1,C,0.047922636678457975
541,3,C,0.39550211225455734
542,9,B,0.2383110691825051
543,3,C,0.0831040442087666
544,8,B,0.5680744643064879
545,3,C,0.5871529176907033
546,5,A,0.15976766163035372
547,6,B,0.1948119908213629
548,7,A,0.011411094306805425
549,6,A,0.41059702049936253
550,5,B,0.09518698725197317
551,7,B,0.9498825518148947
552,1,B,0.8408991740613955
553,1,C,0.2561028587001335
554,6,C,0.31729139365918824
555,6,A,0.09335174129871426
556,4,A,0.39929472517242937
557,9,A,0.8517645211793381
558,0,C,0.09000038743126793
559,9,A,0.8941516363462524
560,3,B,0.5885664724051732
561,8,C,0.27646450680359713
562,5,C,0.9565421625490095
563,3,B,0.12278138508355585
564,3,C,0.364241765961111
565,8,A,0.9110023323969164
566,7,B,0.6642454277603018
567,0,B,0.21942091729915547
568,1,B,0.043077774983023454
569,7,C,0.7598004206223594
570,2,A,0.38537606940212377
571,3,B,0.7669387778114989
572,5,A,0.10357431322744581
573,5,C,0.17818160499379654
574,0,B,0.5698767578390636
575,2,C,0.3897942723483999
576,5,C,0.6283456792297178
577,8,A,0.4299856564520057
578,9,A,0.6586031801797159
579,7,A,0.8975460449860848
580,9,B,0.31657725243112067
581,7,A,0.0602996656356628
582,4,B,0.28077824183618916
583,5,A,0.2754683916408872
584,1,A,0.28490376017388086
585,8,B,0.8292151297355792
586,6,A,0.8540477624838664
587,8,C,0.39795399969678735
588,4,B,0.9027702437249164
589,2,C,0.7107217615843598
590,7,C,0.36284497260107385
591,1,B,0.6524066077051757
592,6,B,0.3444633105148215
593,2,A,0.22585672349526176
594,6,A,0.42580338432044496
595,5,C,0.8908296664047909
596,6,C,0.9429238962835481
597,0,C,0.08710581019944508
598,3,B,0.5710916318991036
599,2,C,0.12577131226674865
600,2,B,0.12861173248177393
601,9,B,0.7529316802328836
602,7,C,0.6319424229766358
603,5,B,0.4133742645737748
604,5,A,0.7964884273167251
605,0,A,0.04344008440033975
606,0,B,0.8857998738271569
607,9,A,0.0010971333630070967
608,3,B,0.49544816106206424
609,7,A,0.04213109539641979
610,1,A,0.34586340257425274
611,8,A,0.5385957965127596
612,2,B,0.753471925684888
613,5,B,0.323735422870549
614,0,B,0.10012781646994884
615,1,B,0.21009271994026946
616,0,C,0.2975777238316828
617,7,A,0.07331188122544585
618,7,B,0.5431090529293381
619,5,A,0.13019577206512523
620,8,C,0.17656845379761166
621,1,B,0.8069432181177301
622,5,C,0.36373531779593204
623,6,C,0.9707969168015665
624,7,C,0.20661875155664478
625,0,B,0.459802098329403
626,6,C,0.5670173128405662
627,4,C,0.6317256186068131
628,1,B,0.2438717893526764
629,4,A,0.6856101491572454
630,2,A,0.21525794014116417
631,2,C,0.5308698703383299
632,1,B,0.6096857718038757
633,0,B,0.754553531021346
634,9,B,0.34330515117902327
635,1,A,0.9699676852752434
636,1,B,0.13792854098322216
637,6,A,0.0158496767731382
638,6,C,0.8564784559429058
639,3,B,0.7041389539274678
640,9,B,0.4738821551552421
641,6,A,0.9009016158585341
642,7,A,0.20850830830022515
643,7,A,0.7118501293603781
644,6,B,0.28784018428635716
645,1,C,0.23497199037097538
646,9,B,0.8998489781576573
647,3,C,0.2237874099075502
648,7,C,0.07662442226884492
649,2,C,0.47816571997152213
650,3,A,0.575444764697238
651,8,B,0.7404137212444836
652,0,A,0.9985454127607455
653,3,C,0.2067309539883756
654,3,B,0.8233935161983862
655,9,A,0.7383970423141133
656,8,B,0.13287384508522404
657,6,C,0.2417223899990325
658,3,C,0.0950437479761923
659,7,B,0.35476802126014484
660,5,B,0.2240343052988033
661,8,C,0.6943414885524961
662,4,C,0.18714958427863304
663,8,B,0.6350323085200884
664,5,A,0.9999365720228524
665,1,C,0.011534450442337696
666,7,A,0.6932303508510416
667,2,C,0.3152995418449154
668,7,B,0.23929932217159156
669,8,C,0.8432217887458606
670,1,B,0.5706757248183615
671,7,C,0.7399531207758404
672,1,B,0.37416260830535664
673,8,A,0.9172709763160138
674,1,A,0.08598999936373675
675,9,B,0.3290692998910144
676,2,B,0.6051533869667313
677,3,A,0.8917059446283155
678,4,A,0.5776879851481076
679,2,A,0.25669629760625534
680,0,B,0.12799620948307955
681,7,B,0.9023744642767352
682,5,C,0.42078045412168896
683,9,C,0.7054200598978675
684,8,B,0.9784475724308833
685,5,B,0.21011519335982476
686,0,A,0.9059462238665281
687,5,B,0.7683212568128692
688,5,B,0.36031457278238666
689,1,A,0.5203162749597338
690,3,A,0.2539614979580911
691,8,A,0.7879223182779892
692,0,A,0.6265703648537495
693,8,C,0.025938832413837654
694,0,A,0.7258156257983549
695,0,C,0.5247073238590367
696,9,A,0.9304907974250365
697,2,C,0.7085692200779241
698,5,C,0.5813653133540125
699,1,A,0.8268706749032977
700,2,C,0.5970708579785456
701,3,B,0.26782248734348935
702,0,A,0.18389824550077805
703,6,B,0.09541383386254476
704,7,A,0.7359988219732775
705,3,B,0.34489514813275357
706,9,B,0.6205502796040548
707,7,C,0.32028308484072443
708,9,A,0.8537309532739423
709,4,C,0.1592117064991564
710,8,C,0.04143661261962506
711,0,A,0.6738987151780277
712,9,B,0.8487131258786376
713,7,B,0.9401115820454651
714,0,C,0.7303951297936709
715,0,C,0.15753683777754224
716,2,B,0.09612573553393156
717,4,B,0.4035874862781317
718,9,B,0.23018204483338112
719,1,B,0.30420288929343153
720,9,C,0.5110295988216339
721,5,C,0.6492590349922782
722,8,B,0.9184623817816715
723,5,C,0.029739846623709654
724,6,C,0.4845531252959231
725,8,A,0.7244566559941137
726,4,B,0.4752085346755843
727,8,C,0.723233474471203
728,4,B,0.5814381311831176
729,1,B,0.13520839144183416
730,3,A,0.5896320713091694
731,2,C,0.9537603867506547
732,7,B,0.0997524077880042
733,0,A,0.2624969805393492
734,6,C,0.6343018177225385
735,2,C,0.9899720472454784
736,7,A,0.7342190485174312
737,3,C,0.43609842816189825
738,6,B,0.014316680465814802
739,4,C,0.8083534783279532
740,2,A,0.06877921634060036
741,6,B,0.47445427136742824
742,9,B,0.3082747811698422
743,9,A,0.5094505477428337
744,4,A,0.263235516304422
745,7,A,0.25742273573431396
746,0,A,0.8056085306996091
747,3,B,0.6823977955869968
748,3,A,0.1637140179752986
749,1,B,0.5718991313257321
750,2,B,0.9354493644062638
751,1,B,0.055510309968088034
752,3,A,0.7400069625820581
753,0,C,0.3394800157466058
754,4,A,0.20861097675186902
755,7,B,0.41600764856314465
756,4,B,0.46890764002509566
757,4,C,0.8616787055200462
758,7,A,0.6393165679766617
759,6,B,0.11345272124729633
760,3,B,0.424585181029678
761,3,C,0.9078849244911787
762,9,A,0.5690818429687796
763,6,A,0.8501206778891554
764,7,B,0.7136130642004593
765,4,B,0.8893689710425251
766,9,C,0.03950267894791393
767,1,B,0.8452854675801531
768,7,B,0.869226843633076
769,4,C,0.9036960650972964
770,0,B,0.8702798972763267
771,1,B,0.15194928987279588
772,2,A,0.9156940206049791
773,3,A,0.9833324161169336
774,9,C,0.8323964537840469
775,0,A,0.9951799478721407
776,6,A,0.920297047576272
777,8,B,0.6768842178480887
778,2,A,0.7126269810019402
779,4,A,0.5574376357161519
780,1,B,0.6898541636032437
781,9,A,0.7881581594572069
782,6,A,0.9525089788365474
783,0,C,0.7548395028121276
784,3,C,0.14557701003559775
785,5,B,0.908660185574433
786,2,B,0.8980720184818343
787,9,A,0.5459432446940411
788,6,C,0.5013426264012437
789,7,B,0.6859067349858033
790,9,A,0.031185274604418
791,5,A,0.8954006862946828
792,7,B,0.3284511391896129
793,5,B,0.3499434413759074
794,4,B,0.3723862282293817
795,4,C,0.482172278505671
796,7,A,0.7227499061473432
797,8,A,0.008796702934630751
798,0,C,0.9920558458111157
799,2,A,0.621308544907876
800,2,B,0.22360680931852794
801,0,C,0.3003744515595782
802,7,C,0.5031374790659453
803,1,A,0.42560203715752054
804,1,A,0.49547964873658434
805,0,B,0.019117836082234385
806,2,C,0.45920077072884147
807,7,C,0.8294239402803816
808,5,C,0.22005117356679227
809,9,A,0.13521565458779794
810,3,C,0.18241801697512594
811,3,A,0.1345426573027445
812,6,C,0.19873286701017645
813,5,B,0.04916321197049822
814,4,A,0.021791828623116904
815,8,B,0.5321679168032684
816,9,C,0.6198844522405422
817,6,A,0.09130027067523327
818,4,A,0.8563514156848948
819,8,C,0.35520487362483766
820,0,C,0.6225039949614496
821,6,A,0.4428998303798849
822,4,B,0.9444720734947036
823,9,C,0.9938522588806148
824,0,A,0.1417532188668691
825,0,A,0.5087364788151705
826,5,A,0.36454756937698785
827,8,B,0.6285576934523769
828,0,A,0.9992952463691108
829,8,B,0.3269960675423659
830,1,C,0.8460549213537408
831,6,A,0.3223439174074355
832,4,A,0.9764489964654506
833,7,C,0.9083048684167705
834,2,C,0.11645482460575873
835,5,A,0.7511973046832842
836,4,A,0.6573559143230255
837,6,B,0.02904870583105912
838,3,C,0.25913011192008695
839,0,B,0.5759442616896695
840,4,C,0.6487818739281686
841,9,C,0.37873377792889473
842,9,B,0.7084771612893191
843,0,C,0.16062168094630702
844,2,B,0.6858345322853026
845,7,A,0.01766609003500752
846,6,B,0.212272498642185
847,0,B,0.40904489727394056
848,3,A,0.27438690283334477
849,6,A,0.052475159875992716
850,4,A,0.5167980815947232
851,1,C,0.04281067695155194
852,5,B,0.7063098897149395
853,3,C,0.02879446152486398
854,8,C,0.1790718879763572
855,9,B,0.6907851377675284
856,0,C,0.7207884659530475
857,8,B,0.4547054772703073
858,9,C,0.8575655924552272
859,7,A,0.9216948611801054
860,2,A,0.07302992114101436
861,4,C,0.6842885683036007
862,0,B,0.13957883732020182
863,8,B,0.5089178424888255
864,3,A,0.1074540529714193
865,2,C,0.2260049890883079
866,3,A,0.8738752127274494
867,6,A,0.6451580207135924
868,2,B,0.35321220014980015
869,8,A,0.15730885863305288
870,5,A,0.4154384355776135
871,4,C,0.4673577351408321
872,4,B,0.8633318220499561
873,0,B,0.24068803347958834
874,0,C,0.8498522269574835
875,3,A,0.47524972756020467
876,8,C,0.691688392866573
877,5,A,0.5013626852082776
878,4,A,0.15548415761593826
879,1,C,0.606080619755382
880,4,C,0.5735684965751614
881,2,A,0.21867377841456082
882,1,B,0.5147395428523686
883,4,B,0.9604003074245692
884,1,A,0.6764689992844014
885,8,C,0.22654667133238282
886,1,B,0.7619340127401326
887,1,C,0.6347789119221023
888,7,B,0.3902776820981897
889,2,B,0.46515382288394047
890,8,B,0.5389298120319904
891,9,B,0.20287252224114283
892,8,B,0.7615796413658301
893,3,C,0.012666304677629414
894,3,B,0.01682764890135291
895,4,B,0.7775223635120103
896,3,B,0.26464775122789197
897,3,A,0.0025967601686156527
898,6,A,0.5546881243341738
899,1,C,0.40381951022982443
900,6,B,0.8663756374578927
901,2,B,0.804007223129247
902,7,C,0.03754415264458655
903,7,A,0.4779510941830454
904,0,A,0.988758970486318
905,5,A,0.20555784748526573
906,4,B,0.4185336480784031
907,6,C,0.0964904105519031
908,1,A,0.42485219083581927
909,1,C,0.763607940644219
910,4,B,0.7756320284016721
911,0,C,0.5390627389716445
912,7,C,0.3353505300758246
913,6,B,0.8585624821750142
914,8,A,0.2500709346342863
915,7,B,0.9151330228698945
916,6,B,0.2385198203418647
917,8,A,0.2740577091612444
918,2,A,0.8564820674521149
919,6,A,0.9972108697475449
920,4,B,0.8307841560336161
921,0,A,0.12704047034579402
922,5,C,0.04038032654203716
923,8,C,0.027447214717955304
924,6,B,0.6904659235123014
925,4,A,0.05001320750637561
926,2,C,0.7668887076565479
927,4,A,0.09353744204238801
928,0,C,0.6299601036226902
929,0,A,0.43788417059017026
930,5,B,0.24032318549699638
931,9,B,0.6315878219209
932,0,C,0.8407768997877746
933,9,B,0.4969339914473814
934,8,B,0.6798957398520431
